input,input_fr,input_wo,label
I think my card payment was reverted,Je pense que mon paiement par carte a été annulé,Yaakaar naa sama payoor ak kàrt dañu ko fomm.,reverted card payment?
What do I use to verify my identity?,Que dois-je utiliser pour vérifier mon identité ?,Lan laay jëfandikoo ngir cambar sama dàntité ?,verify my identity
Can I add money automatically to my account while traveling?,Puis-je ajouter automatiquement de l’argent sur mon compte lorsque je voyage ?,"Ndax mën naa dolli xaalis, ci anam wu gaaw, ci sama kont su fekkee dama nekk ci tukki ?",automatic top up
Why did my top-up not work?,Pourquoi ma recharge n’a-t-elle pas fonctionné ?,Lu tax sama sarse doxul?,top up failed
Is it normal to get charged extra when i use my card?,Est-il normal d’être facturé en supplément lorsque j’utilise ma carte ?,Ndax lu jaaduna ñu may feyeeku leneen sumay jëfandikoo sama kàrt?,card payment fee charged
My card payment was cancelled.  Why?,Mon paiement par carte a été annulé. Pourquoi ?,Peyoor bi doon defe ak sama kàrt dañu ko niilal. Lu ko waral ?,reverted card payment?
I was only given $20 after trying to withdraw $100,Je n'ai reçu que 20 $ après avoir essayé de retirer 100 $,Ñaar Fukki dolaar rekk laa jot ginnaaw bi ma jéemee génnee téeméeri dollaar,card swallowed
I was charged an extra pound.,On m'a facturé une livre supplémentaire., Dañu ma feyloo beneen téere.,extra charge on statement
I have gone through my statements and noticed there is a large payment that I did not make. Can i still dispute the payment? its been a while,J'ai vérifié mes relevés et j'ai remarqué un paiement important que je n'ai pas effectué. Puis-je encore le contester ? Cela fait un moment.,"Xool naa sama karne kont, gis naa ci peyoor bu am solo boo xam ne defuma ko. Ndax mën naa jéebaane peyoor boobu ba tay ? Xaw na yàgg tuuti",direct debit payment not recognised
What US credit cards do you accept?,Quelles cartes de crédit américaines acceptez-vous ?,Yan kàrtu keredi yu Amerik ngeeni nangu?,supported cards and currencies
I am trying to find out how to exchange currency X with currency Y.,J'essaie de découvrir comment échanger la devise X avec la devise Y.,Damay jéem a xam naka lañuy weccoo xeetu xaalis X ak xeetu xaalis Y,exchange via app
My phone was left behind.  Can I still use my card?,Mon téléphone a été oublié. Puis-je quand même utiliser ma carte ?,Dañu fàtte sama telefon. Ndax mën naa jëfandikoo sama kàrt?,lost or stolen phone
"On my transfer there was a ""decline"" message","Lors de mon transfert, il y avait un message « refusé »","Bimay toxal, amoon na bataaxalu ""bañ""",declined transfer
I've made a bank transfer but the money doesn't seem to be in my account.,J'ai effectué un virement bancaire mais l'argent ne semble pas être sur mon compte.,"Dugal naa xaalis ci sama kont, waaye xaalis bi duggul ci kont bi.",balance not updated after bank transfer
Where do i verify a top-up card?,Où puis-je vérifier une carte de recharge ?,Fan laa wara saytoo kàrt sarse?,pending top up
"I had a cheque deposited, but I don't see my money yet?","J’ai fait déposer un chèque, mais je ne vois pas encore mon argent ?","Dama dugël sek, waaye gisuma sama xaalis ba leegi?",balance not updated after cheque or cash deposit
"How do I see what fees I am supposed to be charged on my account? I've noticed fees on some transactions, but not on others. This is very confusing and I cannot find a pattern to what I am being charged?","Comment puis-je voir quels frais je suis censé être facturé sur mon compte ? J’ai remarqué des frais sur certaines transactions, mais pas sur d’autres. C’est très déroutant et je ne peux pas trouver de modèle pour ce qui m’est facturé ?","Nan laa mëna gise njëg yi ñu ma wara feyeeku ci sama kont? Seetlu naa ay fere yu ñu ma feyeeku ci yenn jëflante xaalis, waaye du gisuma ko ci ñeneen ñi. Dafa jaxasoo lool, te  gisuma ci kenn ku niroo ak man li may fey?",card payment fee charged
I am not able to purchase anything online! I have been using my card on multiple sites over a period of two weeks and none of the payments have gone through. Why is this happening?,Je n'arrive pas à effectuer d'achats en ligne ! J'utilise ma carte sur plusieurs sites depuis deux semaines et aucun paiement n'est effectué. Pourquoi ?,"Mënuma jaare njënd mi ci lënd gi !Jéem naa jëfandikoo kàrt bi ci sit yu bare ci diiru ñaari ayu-bés, benn peyoor àntuwu ci. Lan moo tax loolu di am ?",reverted card payment?
I topped up but it isn't in my account,J'ai rechargé mais ce n'est pas sur mon compte,Dama sarse xaalis waaye nekkul ci sama kont,pending top up
I can't see a refund for a return I completed recently.,Je ne vois pas de remboursement pour un retour que j'ai effectué récemment.,Dama gisul delloo xaalis bi ma delloo bu yàggul.,transaction charged twice
There's a payment in the app that I didn't authorize.,Il y a un paiement dans l'application que je n'ai pas autorisé.,Amna payoor ci aplikaasiyoŋ bi  buma deful?,card payment not recognised
I have a trip coming up and want to add money automatically.,J'ai un voyage à venir et je souhaite ajouter de l'argent automatiquement.,"Dama war a tukki, te dama bëggoon  a yokk xaalis ",automatic top up
How do I change my card PIN?,Comment puis-je changer le code PIN de ma carte ?,Naka laa mëna soppee Kod-PIN bi ci sama kàrt?,change pin
I attempted to top up my account but it's been frozen in a pending state for well over an hour now! Is this normal? I'm a new customer and this is my first time doing this. I assumed it would be done quicker than this.,J'ai essayé de recharger mon compte mais il est bloqué en attente depuis plus d'une heure maintenant ! Est-ce normal ? Je suis un nouveau client et c'est la première fois que je fais cela. Je pensais que cela serait fait plus rapidement que ça.,"Jéem naa yokk xaalis ci sama kont  waaye lu ëpp benn waxtu ngi nii, may xaarandi! Ndax loolu lu jaadu la? Kil  yaan bu bees laa, taye mooy sama jëflantebu  njëkk. Jàppoon naa ni jëflante dina gëna gaaw.",pending top up
I do not know what this cash withdrawal is,Je ne sais pas ce qu'est ce retrait d'espèces,Xamuma lan mooy génnee xaalis bii?,cash withdrawal not recognised
"My ID verification hasn't gone through yet, but can I use my account anyway?","Ma vérification d'identité n'a pas encore été effectuée, mais puis-je quand même utiliser mon compte ?","Ba tay firndelul sama dàntite, waaye ndax mën naa wéy di jëfandikoo sama kont?",why verify identity
What needs to be done to activate and use a card?,Que faut-il faire pour activer et utiliser une carte ?,Lan laa wara def ngir mëna tàmbali jëfandikoo kàrt?,activate my card
People are using my debit card - help!,Les gens utilisent ma carte de débit – aidez-moi !,"Nit ñi dañuy jëfandikoo sama kàrt wàññi, dimballeeni ma?",direct debit payment not recognised
Can you tell me how to tell where my funds come from?,Pouvez-vous me dire comment savoir d’où viennent mes fonds ?,Ndax mën ngeen ma wax fan la sama xaalis jóge ?,verify source of funds
Card activation is not working. What do i do?,L'activation de la carte ne fonctionne pas. Que dois-je faire ?,Doxalu kàrt bi jàllul . Lu ma wara def?,activate my card
"Everything I have was stolen yesterday making it so I don't have access to the app, what should I do?","Tout ce que j'ai a été volé hier, ce qui fait que je n'ai pas accès à l'application, que dois-je faire ?","Dañu sàcc lépp li ma am démb, moo tax mënumaa dugg ci aplikaasiyoŋ bi. Lan laa wara def?",exchange charge
I need a refund on a direct debit that shows in the app because I did not make it.,J'ai besoin d'un remboursement sur un prélèvement automatique qui apparaît dans l'application car je ne l'ai pas effectué.,Dama soxla nu delloo ma lu ñu genne ci aplikaasioŋ bi te  defuma ko.,direct debit payment not recognised
What are the disposable card limits?,Quelles sont les limites des cartes jetables ?,Lan mooy àppu kàrt yiñuy jëfandikoo benn yoon kese?,disposable card limits
Whats the transfer process,Quel est le processus de transfert,Ban anam lañuy yónnee xaalis?,transfer into account
Can I choose my card scheme?,Puis-je choisir mon schéma de carte ?,Ndax mën naa tànn sama nitaalu kàrt?,visa or mastercard
I must change my PIN as soon as possible.,Je dois changer mon code PIN dès que possible.,Dama wara soppi sama kod-PIN ci ni mu gëna gaawe.,change pin
Which locations can I withdraw money from?,Dans quels endroits puis-je retirer de l’argent ?,Ci ban barab laa mëna jële xaalis?,atm support
"I think that someone may be using my card, but I'm not sure,.","Je pense que quelqu'un utilise peut-être ma carte, mais je n'en suis pas sûr.",Dama yaakaar ne dafa am keneen kuy jëfandikoo sama kàrt waaye leeruma ,compromised card
I got double charged!,J'ai été facturé deux fois !,Dañu ma sàkku ñaari yoon ?,transaction charged twice
can i use my app to get a virtual card,puis-je utiliser mon application pour obtenir une carte virtuelle,Ndax mën naa jëfandikoo sama aplikaasiyoŋ ngir am kàrt wirtuyel,getting virtual card
How can I find the source for my available funds and money?,Comment puis-je trouver la source de mes fonds et de mon argent disponibles ?,Naka laa mëna xame fi sama xaalis bawoo ak ni xaalis bi ma am tollu?,verify source of funds
"I just topped up, and the app denied it.","Je viens de recharger, et l’application l’a refusé.","Dama doon sarse, te aplikaasioŋ bi nangu wuko.",top up failed
Can a friend top up my account,Un ami peut-il recharger mon compte ?,Ndax sama xarit mën na sarse sama kontu?,topping up by card
where has my transferred money gone?,Où est passé mon argent transféré ?,Fan la sama xaalis bima toxal jaar?,transfer not received by recipient
I tried doing an in country transfer earlier this week. I thought it would be there by now but I still don't see the money. Can you check the status on my transfer?,"J'ai essayé d'effectuer un virement local en début de semaine. Je pensais que l'argent serait déjà là, mais je ne le vois toujours pas. Pouvez-vous vérifier l'état de mon transfert ?","Jéem naa def ab yónnee xaalis ci dëkk bi ci ndoorteelu ayu-bés bii. Jàppoon naa ni xaalis bi ngi fa xaat, waaye ba leegi gisuma ko. Mën ngeen xool sama yónnee bi?",transfer not received by recipient
i have been trying to top up my account with a check but it won't work,j'ai essayé de recharger mon compte avec un chèque mais ça ne marche pas,Jéem naa sarse xaalis ci sama kont ak sekk  waaye sottiwul.,top up by cash or cheque
Show me where to order my card.,Montrez-moi où commander ma carte,"Won ma fi may komaande sama kàrt
",card about to expire
Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now?,"Depuis quand faites-vous payer les retraits ? Je les ai toujours fait gratuitement. Alors, combien ça coûte maintenant ?",Kañ lañu tàmbalee fayeeku ci jël xaalis ? Li ma ko doon def yépp daawu ma ci fey dara. Kon léegi loolu ñaata la may dikke ?,cash withdrawal charge
Can I order a card please?,Puis-je commander une carte s'il vous plaît ?,Ndax mën naa komànde kàrt ngir yàlla?  ,wrong amount of cash received
What should I do if someone else used my card?,Que dois-je faire si quelqu’un d’autre a utilisé ma carte ?,Lan laa war a def su fekkee dafa am ku jëfandikoo sama kàrt ?,compromised card
Is there a way to order a new card while in China?,Existe-t-il un moyen de commander une nouvelle carte en Chine ?,Ndax mën nañoo komànde kàrt bu bees ca Chine ?,card about to expire
I would like to change my address.,Je souhaite changer d’adresse.,Dama bëgga soppi adres.,edit personal details
How was I charged extra when I used my card to pay?,Comment ai-je été facturé en plus lorsque j’ai utilisé ma carte pour payer ?,Naka lañu ma feyeekoo bu may jëfandikoo sama kàrt ngir fey?,card payment fee charged
I want a backup second card. Is this possible?,Je veux une deuxième carte de secours. Est-ce possible ?,Dama bëgg ñaareelu kàrtu fagaru. Ndax mën na am?,getting spare card
Is there a disposable virtual card?,Existe-t-il une carte virtuelle jetable ?,Ndax amna kart wirtuel bu ñu mëna sànni?,get disposable virtual card
Salary in GBP has been received. Does it need to be configured into another place?,J'ai reçu mon salaire en GBP. Dois-je le configurer ailleurs ?,"Sama saleer, maa ngi ko jëlee ci GBP. Ndax dama ko wara jëmmal feneen? ",country support
Can you explain why I am now getting charged a fee for using my card?,Pouvez-vous m’expliquer pourquoi des frais me sont désormais facturés pour l’utilisation de ma carte ?,Ndax mën ngama leeral lu tax ñumay sàkku leegi ay fere ngir jëfandikoo sama kàrt?,card payment fee charged
