input,input_fr,input_wo,label
Is there a reason my cash withdrawal was declined?,Y a-t-il une raison pour laquelle mon retrait d’argent a été refusé ?,Am na mën a leer li tax ñu gàntal xaalis bi ma bëggoon a jël ?,declined cash withdrawal
"Unable to complete transfer, states 'declined'","Impossible de terminer le transfert, indique « refusé »","Yónnee bi jàllu, dañu ko gàntal",declined transfer
My source of funds need verification.,Ma source de financement doit être vérifiée.,Wares nna cambar sama balluwaayi xaalis,verify source of funds
I have a missing refund,J'ai un remboursement manquant,Dese na ma benn xaalis bu ñu ma waroon a delloo,Refund not showing up
How do I go about ordering a card?,Comment puis-je commander une carte ?,Naka laa mëna defarloo benn kàrt?,order physical card
looking back on my transactions from a couple of months ago I have noticed a charge that is fairly large that I'm certain was not completed by me. I know it has been a while but can I please dispute this charge?,"En repensant à mes transactions d'il y a quelques mois, j'ai remarqué un débit assez important qui, j'en suis sûr, n'a pas été effectué par moi. Je sais que cela fait un moment, mais puis-je le contester ?","Bi may xool sama jokkalantey weer yi weesu, gis naa xaalis bu am solo bu ñu ci jël te du man. Xam naa ne booba ak léegi yàgg na, waaye ndax mën naa ko jéebaane ba tay ?",direct debit payment not recognised
I have tried using my card for the first time at the ATM of Notting Hill to withdrawal cash but it didn't work. Does this mean my card isn't working?,"J'ai essayé d'utiliser ma carte pour la première fois au distributeur automatique de Notting Hill pour retirer de l'argent, mais ça n'a pas fonctionné. Est-ce que ça veut dire que ma carte ne fonctionne pas ?","Maa ngi njëkk a jéem a jëfandikoo sama kàrt ci GAB u Notting Hill ngir génnee xaalis, waaye jàllul woon. Ndax loolu dafay firi ne sama kàrt bi doxul ?",declined cash withdrawal
Is there a number to call to get my pin unblocked?,Existe-t-il un numéro à appeler pour débloquer mon code PIN ?,Ndax am na nimero bu ma mën a woo ngir dindi sama kàrt PIN bi boloke ?,pin blocked
Why is there a fee added to my statement?,Pourquoi y a-t-il des frais ajoutés à mon relevé ?,Lu tax mu am ay njëg yu yokk ci sama jëflante ?,extra charge on statement
"Hi, I want to inquire about my balance. Some cash was deposited and it hasn't updated yet.","Bonjour, je souhaite me renseigner sur mon solde. De l'argent a été déposé et il n'a pas encore été mis à jour.","Nangeen def, bëggoon naa xam xaalis bi des sama kont . Dugal naa ci xaalis te ba leegi yeesalaguñu ko.",balance not updated after cheque or cash deposit
"Would you be able to offer me a discount, since I need to exchange currencies frequently?","Pourriez-vous m'offrir une réduction, étant donné que j'ai besoin d'échanger des devises fréquemment ?","Ndax mën ngeen ma wàññil, man mi nga xam ne damay faral di yittewoo wecce xaalis ?",exchange charge
Are their fee's for top ups?,Leurs frais sont-ils pour les recharges ?,Ndax seen njëg yi ngir sarse la?,top up by card charge
Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.,On m'a volé mon portefeuille avec ma carte pendant mes vacances en Espagne. J'ai vraiment besoin de faire bloquer ma carte et d'en commander une nouvelle.,"Am na ku sàcc sama kàrt bi nekkoon ci sama biir kalpe bi nekkee wakãs Espagne. Dama bëgg a boloke sama kàrt, ba noppi komàndewaat beneen.",lost or stolen card
I need an ATM right now!,J'ai besoin d'un distributeur automatique de billets tout de suite !,Yittewoo naa ab GAB léegi-léegi,atm support
"Which card would I get, Visa or Mastercard?","Quelle carte choisirais-je, Visa ou Mastercard ?","Ban kàrt lañu war a tànn, Visa walla Mastercard ?",visa or mastercard
"I deposited a cheque, but my account balance stayed the same.","J'ai déposé un chèque, mais le solde de mon compte est resté le même.",Dama dugal benn sek. Waaye sama tolluwaayu xalis bi soppikuwul.,balance not updated after cheque or cash deposit
I'm in the EU. Can I get one of your cards?,Je suis dans l'UE. Puis-je obtenir une de vos cartes ?,"Maa ngi ci UE, ndax mën naa am benn ci seen kàrt yi ?",country support
what is the age limit for opening a new account,Quel est l’âge limite pour l’ouverture d’un nouveau compte ?,Lan mooy àppu at yi nga wara am ngir ubbi kontu bu bees?,age limit
Why isn't my purchase exchange rate correct?,Pourquoi le taux de change de mes achats n’est-il pas correct ?,Lu tax njëgu weccoo xaalis bi ci samay jënd jaarul yoon?,card payment wrong exchange rate
Do you offer account's for minors?,Proposez-vous des comptes pour les mineurs ?,Ndax dangeeni joxe ay kontu ngir xale yu ndaw yi?,age limit
"I put my check in the bank, but I haven't gotten my cash yet?","J'ai déposé mon chèque à la banque, mais je n'ai pas encore reçu mon argent ?","Yóbbu naa sama seg ci bànk bi, waaye jotaguma ci sama xaalis",balance not updated after cheque or cash deposit
How do I make my transfer go through,Comment faire pour que mon transfert soit effectué,Naka laa mën a def ba xaalis bi ma yónnee jàll ?,declined transfer
should i contact customer support if i can't edit details,Dois-je contacter le service client si je ne peux pas modifier les détails,Dama wara jokkool ak serwiisu kiliyaan bi sudee mënu ma soppi  yu sew yi.,edit personal details
Can i get money in my home currency at some ATM ? As I am on holiday and bit concerned because i do not have any cash with me . Is it possible to withdraw without any additional cost.,Puis-je retirer de l'argent dans ma monnaie nationale à un distributeur automatique ? Je suis en vacances et je suis un peu inquiet de ne pas avoir d'argent liquide sur moi. Est-il possible de retirer de l'argent sans frais supplémentaires ?,Ndax mën naa am sama xaalisu réew ci ab GAB. Dama nekk ci wakãas waaye dama xaw a jaaxle ndax yoratuma benn xaalis. Ndax mën naa jël xaalis te du ma fey yeneen fere ?,wrong exchange rate for cash withdrawal
When will my card come? I need it as soon as possible!,Quand ma carte arrivera-t-elle ? J'en ai besoin au plus vite !,kañ la sama kàrt di yegsi? Dama ko soxla numu gëna gaawee.,card delivery estimate
I deposited money but my balance hasn't been updated yet.,J'ai déposé de l'argent mais mon solde n'a pas encore été mis à jour.,Dugal naa xaalis ci sama kont waaye ba tay sold bi soppikuwul,balance not updated after cheque or cash deposit
why didnt a transfer to my account process,pourquoi un transfert sur mon compte n'a-t-il pas été traité,Lu tax xaalis bi nu yónnee ci sama kont bi jàllul ?,beneficiary not allowed
the exchange rate is wrong from something I got in another country,le taux de change est erroné par rapport à quelque chose que j'ai obtenu dans un autre pays,Dayo weccoo xaalis bi jaarul yoon boo ko méngalee ak ba woon ca meneen réew,card payment wrong exchange rate
I tried to top up my account and it didn't work,J'ai essayé de recharger mon compte et cela n'a pas fonctionné,Doon naa jéem a sarse sama kont waaye doxul,top up failed
"Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money.","Bonjour, veuillez examiner ce problème de toute urgence. J'ai perdu mon portefeuille et je constate un retrait. Je ne veux plus perdre d'argent.","Salaamaalekum, maa ngi sàkku ngeen cambar laaj bii nu mu gën a gaawe. Sama kalpe dafa réer, te gis naa ne am na xaalis bu ñu jël ci sama kont, bëggatumaa ñàkkaat sama xaalis ",cash withdrawal not recognised
How do I set my physical card PIN?,Comment définir le code PIN de ma carte physique ?,Naka laay jëmmalee sama kod PINu kàrt ?,get physical card
What would be a reason my transfer got declined?,Quelle serait la raison pour laquelle mon transfert a été refusé ?,Lan moo sabab ñu gàntal xaalis bi ma doon dugal ci sama kont ?,declined transfer
Where'd the rest of my cash go from the ATM,Où est passé le reste de mon argent au distributeur automatique ?,Fan la xaalis bi des sama kontu jaar ci gab bi?,wrong amount of cash received
How long will my cash withdrawal take,Combien de temps prendra mon retrait d'argent,Ñaata waxtu lees di xaar ngir jël xaalis bi ?,pending cash withdrawal
Would I get a Visa or Mastercard?,Est-ce que je prendrais une carte Visa ou Mastercard ?,Ndax dinaa mën a am kàrtu Visa walla Mastercard ?,visa or mastercard
There is a debit transaction on my statement that I did not make,Il y a une transaction de débit sur mon relevé que je n'ai pas effectuée,Sama karne kont feeñal na ab jokkalante boo xam ne defuma ko.,direct debit payment not recognised
"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?","Samedi dernier, on m’a facturé un supplément pour le taux de change sur mon paiement. Y a-t-il quelque chose qui ne va pas ?","Gawu bii weesu, dañu ma fayeeku leneen ngir njëgu weccoo xaalis bi ci sama payoor. Ndax amna lu jaarul yoon ?",card payment wrong exchange rate
My top-up was just cancelled.,Ma recharge vient d'être annulée.,Dañu fomm sama sarse.,top up reverted
The app does not recognize who I am.,L'application ne reconnaît pas qui je suis.,Aplikaasiyoŋ bi xàmmeewul sama dàntite ,unable to verify identity
How many top-ups am I allowed to do?,Combien de recharges ai-je le droit de faire ?,Yan ñooy sarsamã yi ñu ma nangul ?,top up limits
It looks like I was charged twice for a single transaction,Il semble que j'ai été facturé deux fois pour une seule transaction,Daa melni dañu ma sàkku ñaari yoon ngi benn jëflante.,transaction charged twice
How do I update my address?,Comment mettre à jour mon adresse ?,Naka laay yeesalee sama adres?,edit personal details
Do I get charged if I get money?,Est-ce que je suis facturé si je reçois de l'argent ?,Ndax dama war a fey su ma jotee xaalis ?,top up by bank transfer charge
Can my account me accessed by a thief?  I was mugged.,Mon compte peut-il être consulté par un voleur ? J'ai été agressé.,Ndax sàcc mën naa xool sama kontu? Dañu maa song.,lost or stolen phone
Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you.,Veuillez vérifier mon paiement de samedi dernier car j'ai l'impression d'avoir été surfacturé par le taux de change.  Merci.,Seetat leen sama payooru gaawu bi weesu ndax dafa melni dañu ma feyeku njëgu weccoo xaalis bu bari bu méngoowul ak njëg bu war . Jërangeenjëf.,card payment wrong exchange rate
"I do not like this, I made a simple transfer but I have an additional charge for doing so.","Je n'aime pas ça, j'ai fait un simple virement mais j'ai des frais supplémentaires pour le faire.","Bëgguma loolu, dama yónnee xaalis kese waaye dama war a fey ay fere yu bees",transfer fee charged
How can I alteration my PIN?,Comment puis-je modifier mon code PIN ?,Naka laa mëna soppee sama kot PIN ?,change pin
my payment was rejected,mon paiement a été rejeté,Gàntal nañu sama peyoor,declined card payment
My Virtual card was rejected for a car rental. Why?,Ma carte virtuelle a été refusée pour une location de voiture. Pourquoi ?,Dañu gàntal sama kàrtu xarala bi may luwe ab woto. Lu tax ?,virtual card not working
Will you please help me get my card back?,Pouvez-vous s'il vous plaît m'aider à récupérer ma carte ?,Ndax mën ngeen ma jàppale ba ma jot sama kàrt ?,card swallowed
"I want to reactivate my card, I thought I had lost it but found it again this morning.","Je souhaite réactiver ma carte, je pensais l’avoir perdue mais je l’ai retrouvée ce matin.","Dama bëggoona tàmbaliwaat sama kàrt, jàppoon naa ni dama ko ñàkk waaye tay ci suba laa ko gis.",card linking
I took out some cash from the ATM but it is still showing the transaction is pending.,"J'ai retiré de l'argent liquide au distributeur automatique, mais il indique toujours que la transaction est en attente.","Génnee naa xaalis ci GAB bi, waaye jàllagul ba tay.",pending cash withdrawal
"It is still pending, I am still waiting. Your system just shows my top-up as pending. What is happening?","C'est toujours en attente, j'attends toujours. Votre système indique simplement que ma recharge est en attente. Que se passe-t-il ?","Ba tay moo ngi ci pekku néngadiku, maa ngi wéy di xaar.Seen sistem bi dafay wone ne sama kàrt a ngi xaar. Lan moo xew ?",pending top up
I am locked out from entering my pin.,Je ne peux pas saisir mon code PIN.,Mênuma dugal sama kodu PIN.,pin blocked
